phase_id,trip_id,phase,leg_index,start_s,end_s,s0,s1,is_boundary,direct,atom_id,guard_margin_db,guard_relay_trip_id
PH-0002,Q3-T-001,巡航,1,637.6266838664694,637.6266838664694,0.7826163468815358,0.7826163468815358,True,True,COM-00021,0.2,
PH-0002,Q3-T-001,巡航,1,637.6266838664694,639.1032424286232,0.7826163468815358,0.788418188889528,False,True,COM-00022,0.2,
PH-0002,Q3-T-001,巡航,1,639.1032424286232,639.1032424286232,0.788418188889528,0.788418188889528,True,True,COM-00023,0.2,
PH-0002,Q3-T-001,巡航,1,639.1032424286232,692.9504403290156,0.788418188889528,1.0,False,True,COM-00024,0.2,
PH-0002,Q3-T-001,巡航,1,692.9504403290156,692.9504403290156,1.0,1.0,True,True,COM-00025,0.2,
PH-0003,Q3-T-001,下降,1,692.9504403290156,718.4143651774021,0.0,0.714824110688457,False,True,COM-00026,0.2,
PH-0003,Q3-T-001,下降,1,718.4143651774021,718.4143651774021,0.714824110688457,0.714824110688457,True,True,COM-00027,0.2,
PH-0003,Q3-T-001,下降,1,718.4143651774021,724.3842982433409,0.714824110688457,0.8824122621669849,False,True,COM-00028,0.2,
PH-0003,Q3-T-001,下降,1,724.3842982433409,724.3842982433409,0.8824122621669849,0.8824122621669849,True,True,COM-00029,0.2,
PH-0003,Q3-T-001,下降,1,724.3842982433409,727.0820771027705,0.8824122621669849,0.9581443963728433,False,True,COM-00030,0.2,
PH-0003,Q3-T-001,下降,1,727.0820771027705,727.0820771027705,0.9581443963728433,0.9581443963728433,True,True,COM-00031,0.2,
PH-0003,Q3-T-001,下降,1,727.0820771027705,728.5730843719844,0.9581443963728433,1.0,False,True,COM-00032,0.2,
PH-0003,Q3-T-001,下降,1,728.5730843719844,728.5730843719844,1.0,1.0,True,True,COM-00033,0.2,
PH-0004,Q3-T-001,投送交接,1,728.5730843719844,968.5730843719844,0.0,1.0,False,True,COM-00034,0.2,
PH-0004,Q3-T-001,投送交接,1,968.5730843719844,968.5730843719844,1.0,1.0,True,True,COM-00035,0.2,
PH-0005,Q3-T-001,爬升,2,968.5730843719844,969.8155904296625,0.0,0.04185560362715678,False,True,COM-00036,0.2,
PH-0005,Q3-T-001,爬升,2,969.8155904296625,969.8155904296625,0.04185560362715678,0.04185560362715678,True,True,COM-00037,0.2,
PH-0005,Q3-T-001,爬升,2,969.8155904296625,972.0637394791872,0.04185560362715678,0.11758773783301517,False,True,COM-00038,0.2,
PH-0005,Q3-T-001,爬升,2,972.0637394791872,972.0637394791872,0.11758773783301517,0.11758773783301517,True,True,COM-00039,0.2,
PH-0005,Q3-T-001,爬升,2,972.0637394791872,977.0386837008028,0.11758773783301517,0.28517588931154303,False,True,COM-00040,0.2,
PH-0005,Q3-T-001,爬升,2,977.0386837008028,977.0386837008028,0.28517588931154303,0.28517588931154303,True,True,COM-00041,0.2,
PH-0005,Q3-T-001,爬升,2,977.0386837008028,998.2586210744583,0.28517588931154303,1.0,False,True,COM-00042,0.2,
PH-0005,Q3-T-001,爬升,2,998.2586210744583,998.2586210744583,1.0,1.0,True,True,COM-00043,0.2,
PH-0006,Q3-T-001,巡航,2,998.2586210744583,1053.5823775370045,0.0,0.21738365311846422,False,True,COM-00044,0.2,
PH-0006,Q3-T-001,巡航,2,1053.5823775370045,1053.5823775370045,0.21738365311846422,0.21738365311846422,True,True,COM-00045,0.2,
PH-0006,Q3-T-001,巡航,2,1053.5823775370045,1065.910512091473,0.21738365311846422,0.2658245959781675,False,True,COM-00046,0.2,
PH-0006,Q3-T-001,巡航,2,1065.910512091473,1065.910512091473,0.2658245959781675,0.2658245959781675,True,True,COM-00047,0.2,
PH-0006,Q3-T-001,巡航,2,1065.910512091473,1118.7862256287979,0.2658245959781675,0.47358915328494855,False,True,COM-00048,0.2,
PH-0006,Q3-T-001,巡航,2,1118.7862256287979,1118.7862256287979,0.47358915328494855,0.47358915328494855,True,True,COM-00049,0.2,
PH-0006,Q3-T-001,巡航,2,1118.7862256287979,1225.977956606348,0.47358915328494855,0.8947776544628582,False,True,COM-00050,0.2,
PH-0006,Q3-T-001,巡航,2,1225.977956606348,1225.977956606348,0.8947776544628582,0.8947776544628582,True,True,COM-00051,0.2,
PH-0006,Q3-T-001,巡航,2,1225.977956606348,1252.7568580343334,0.8947776544628582,1.0,False,True,COM-00052,0.2,
PH-0006,Q3-T-001,巡航,2,1252.7568580343334,1252.7568580343334,1.0,1.0,True,True,COM-00053,0.2,
PH-0007,Q3-T-001,下降,2,1252.7568580343334,1277.3016592915526,0.0,0.4221480061876795,False,True,COM-00054,0.2,
PH-0007,Q3-T-001,下降,2,1277.3016592915526,1277.3016592915526,0.4221480061876795,0.4221480061876795,True,True,COM-00055,0.2,
PH-0007,Q3-T-001,下降,2,1277.3016592915526,1288.476241845006,0.4221480061876795,0.6143405481229054,False,True,COM-00056,0.2,
PH-0007,Q3-T-001,下降,2,1288.476241845006,1288.476241845006,0.6143405481229054,0.6143405481229054,True,True,COM-00057,0.2,
PH-0007,Q3-T-001,下降,2,1288.476241845006,1298.2102319834157,0.6143405481229054,0.7817562255251269,False,True,COM-00058,0.2,
PH-0007,Q3-T-001,下降,2,1298.2102319834157,1298.2102319834157,0.7817562255251269,0.7817562255251269,True,True,COM-00059,0.2,
PH-0007,Q3-T-001,下降,2,1298.2102319834157,1299.376314760756,0.7817562255251269,0.8018117767738546,False,True,COM-00060,0.2,
PH-0007,Q3-T-001,下降,2,1299.376314760756,1299.376314760756,0.8018117767738546,0.8018117767738546,True,True,COM-00061,0.2,
PH-0007,Q3-T-001,下降,2,1299.376314760756,1310.4892860088491,0.8018117767738546,0.9929446609247771,False,True,COM-00062,0.2,
PH-0007,Q3-T-001,下降,2,1310.4892860088491,1310.4892860088491,0.9929446609247771,0.9929446609247771,True,True,COM-00063,0.2,
PH-0007,Q3-T-001,下降,2,1310.4892860088491,1310.8995020773023,0.9929446609247771,1.0,False,True,COM-00064,0.2,
PH-0007,Q3-T-001,下降,2,1310.8995020773023,1310.8995020773023,1.0,1.0,True,True,COM-00065,0.2,
PH-0008,Q3-T-002,爬升,1,360.0,360.0,0.0,0.0,True,True,COM-00066,0.2,
PH-0008,Q3-T-002,爬升,1,360.0,360.34184672371094,0.0,0.00705533907522279,False,True,COM-00067,0.2,
PH-0008,Q3-T-002,爬升,1,360.34184672371094,360.34184672371094,0.00705533907522279,0.00705533907522279,True,True,COM-00068,0.2,
PH-0008,Q3-T-002,爬升,1,360.34184672371094,369.60265609712184,0.00705533907522279,0.19818822322614532,False,True,COM-00069,0.2,
PH-0008,Q3-T-002,爬升,1,369.60265609712184,369.60265609712184,0.19818822322614532,0.19818822322614532,True,True,COM-00070,0.2,
PH-0008,Q3-T-002,爬升,1,369.60265609712184,370.5743917449054,0.19818822322614532,0.21824377447487314,False,True,COM-00071,0.2,
PH-0008,Q3-T-002,爬升,1,370.5743917449054,370.5743917449054,0.21824377447487314,0.21824377447487314,True,True,COM-00072,0.2,
PH-0008,Q3-T-002,爬升,1,370.5743917449054,378.6860501935803,0.21824377447487314,0.3856594518770947,False,True,COM-00073,0.2,
PH-0008,Q3-T-002,爬升,1,378.6860501935803,378.6860501935803,0.3856594518770947,0.3856594518770947,True,True,COM-00074,0.2,
PH-0008,Q3-T-002,爬升,1,378.6860501935803,387.99820232145794,0.3856594518770947,0.5778519938123206,False,True,COM-00075,0.2,
PH-0008,Q3-T-002,爬升,1,387.99820232145794,387.99820232145794,0.5778519938123206,0.5778519938123206,True,True,COM-00076,0.2,
