resource_type,resource_id,trip_id,phase,start_s,end_s
drone,U03,Q3-T-023,climb,5721.702396938054,5754.135482061753
drone,U03,Q3-T-023,cruise,5754.135482061753,6254.917396363443
drone,U03,Q3-T-023,descent,6254.917396363443,6432.55709851188
drone,U08,Q3-T-024,prepare_load,4777.945123347221,5197.945123347221
drone,U08,Q3-T-024,climb,5197.945123347221,5277.429478815971
drone,U08,Q3-T-024,cruise,5277.429478815971,5629.469941274175
drone,U08,Q3-T-024,descent,5629.469941274175,5695.175385610112
drone,U08,Q3-T-024,handoff,5695.175385610112,6019.175385610112
drone,U08,Q3-T-024,climb,6019.175385610112,6071.739741078863
drone,U08,Q3-T-024,cruise,6071.739741078863,6423.780203537066
drone,U08,Q3-T-024,descent,6423.780203537066,6523.135647873003
drone,U05,Q3-T-025,prepare_load,5457.279063990531,5817.279063990531
drone,U05,Q3-T-025,climb,5817.279063990531,5873.166315780895
drone,U05,Q3-T-025,cruise,5873.166315780895,6060.371264626338
drone,U05,Q3-T-025,descent,6060.371264626338,6093.675966774776
drone,U05,Q3-T-025,handoff,6093.675966774776,6303.675966774776
drone,U05,Q3-T-025,climb,6303.675966774776,6331.429885231807
drone,U05,Q3-T-025,cruise,6331.429885231807,6518.63483407725
drone,U05,Q3-T-025,descent,6518.63483407725,6585.699536225688
